gid,award_rank,award_votes,award_category,award_year,pages,date_published
12931629,13,1274,Historical Fiction,2012,304,2012-01-24
11890816,14,1230,Historical Fiction,2012,408,NA
12326644,15,1071,Historical Fiction,2012,417,2012-08-14
12959233,16,1047,Historical Fiction,2012,940,2012-09-18
12266595,17,726,Historical Fiction,2012,352,2012-02-21
12384157,18,419,Historical Fiction,2012,306,2012-02-21
10553215,19,243,Historical Fiction,2012,312,2012-08-14
13540215,20,166,Historical Fiction,2012,426,2012-08-21
12106746,1,8226,Fantasy,2012,309,NA
13589159,2,5221,Fantasy,2012,366,2012-10-09
15707526,3,4510,Fantasy,2012,481,2012-07-02
12891107,4,4332,Fantasy,2012,449,2012-08-07
12499290,5,3491,Fantasy,2012,671,2012-09-11
12970162,6,3142,Fantasy,2012,509,2012-08-14
11801463,7,2893,Fantasy,2012,334,2012-02-07
11774272,8,2483,Fantasy,2012,418,2012-05-01
12941033,9,2266,Fantasy,2012,310,2012-07-10
13239822,10,1969,Fantasy,2012,433,2012-06-19
11515995,11,1331,Fantasy,2012,435,NA
10184855,12,1070,Fantasy,2012,476,2012-05-29
12174312,13,1039,Fantasy,2012,620,2012-01-16
11487807,14,930,Fantasy,2012,274,2012-02-07
12759057,15,797,Fantasy,2012,501,2012-05-03
13548142,16,779,Fantasy,2012,538,2012-09-25
13578175,17,572,Fantasy,2012,175,2012-10-11
13265092,18,409,Fantasy,2012,366,2012-08-21
13528362,19,298,Fantasy,2012,464,2012-10-23
13038833,20,184,Fantasy,2012,662,2012-08-02
11559200,1,12660,Paranormal Fantasy,2012,584,2012-07-10
12275680,2,5917,Paranormal Fantasy,2012,299,2012-06-19
10599805,3,5393,Paranormal Fantasy,2012,438,2012-02-21
11480917,4,4780,Paranormal Fantasy,2012,293,2012-03-06
12348550,5,4590,Paranormal Fantasy,2012,386,2012-03-01
11336491,6,4587,Paranormal Fantasy,2012,390,2011-12-27
12043770,7,4477,Paranormal Fantasy,2012,310,2012-01-31
12288282,8,4329,Paranormal Fantasy,2012,326,2012-07-31
10836728,9,4265,Paranormal Fantasy,2012,496,2012-01-11
12849320,10,4192,Paranormal Fantasy,2012,444,2012-07-24
12383252,11,2328,Paranormal Fantasy,2012,359,2012-06-05
12700306,12,1831,Paranormal Fantasy,2012,341,2012-04-24
12444166,13,1755,Paranormal Fantasy,2012,512,2012-10-30
12381269,14,1496,Paranormal Fantasy,2012,327,2012-05-01
13542786,15,1149,Paranormal Fantasy,2012,353,2012-09-04
11337148,16,1130,Paranormal Fantasy,2012,408,2012-03-27
11557982,17,798,Paranormal Fantasy,2012,356,2012-02-28
11746102,18,592,Paranormal Fantasy,2012,352,2012-08-07
13091829,19,530,Paranormal Fantasy,2012,346,2012-06-19
12114440,20,304,Paranormal Fantasy,2012,536,2012-10-02
13147230,1,7670,Science Fiction,2012,336,2012-06-19
13453029,2,5624,Science Fiction,2012,509,2012-01-25
13055592,3,4618,Science Fiction,2012,320,2012-06-05
11099729,4,4584,Science Fiction,2012,379,2012-01-10
12040447,5,3416,Science Fiction,2012,237,2012-01-17
12953520,6,2839,Science Fiction,2012,364,2012-07-10
13085609,7,2579,Science Fiction,2012,416,2012-05-29
12266560,8,2204,Science Fiction,2012,478,2012-03-20
10772954,9,1812,Science Fiction,2012,458,2011-12-06
12591698,10,1506,Science Fiction,2012,595,2012-06-26
13543136,11,759,Science Fiction,2012,337,2012-08-28
12952546,12,668,Science Fiction,2012,400,2011-12-27
13542606,13,649,Science Fiction,2012,400,NA
12398719,14,572,Science Fiction,2012,389,2012-05-01
12269981,15,521,Science Fiction,2012,458,2012-03-06
12377547,16,430,Science Fiction,2012,505,2012-06-05
11830394,17,422,Science Fiction,2012,561,2012-05-22
12998057,18,311,Science Fiction,2012,422,2012-11-06
15698799,19,286,Science Fiction,2012,85,2012-07-09
13528419,20,189,Science Fiction,2012,528,2012-10-09
13536860,1,22976,Romance,2012,579,2012-04-17
13451045,2,8306,Romance,2012,360,2012-04-03
10993282,3,7522,Romance,2012,572,2012-03-27
12716613,4,7177,Romance,2012,757,NA
7039218,5,6382,Romance,2012,346,2012-06-26
15775781,6,6013,Romance,2012,414,2013-08-31
12820360,7,5176,Romance,2012,264,2012-03-27
15816413,8,4883,Romance,2012,416,2012-09-04
13448656,9,4755,Romance,2012,335,2012-05-22
10790516,10,3140,Romance,2012,468,2012-01-10
15704001,11,2026,Romance,2012,286,2012-06-11
13486122,12,1717,Romance,2012,160,2012-02-14
9995135,13,1580,Romance,2012,504,2012-02-28
12647642,14,1461,Romance,2012,448,2012-09-14
11294214,15,1039,Romance,2012,369,NA
12925200,16,1022,Romance,2012,373,2012-05-29
13612739,17,586,Romance,2012,505,2012-08-30
13420351,18,542,Romance,2012,360,2012-01-31
11235783,19,513,Romance,2012,284,2012-04-03
15762657,20,333,Romance,2012,180,2012-07-20
13281368,1,7414,Horror,2012,568,2012-10-16
13154933,2,6549,Horror,2012,464,2012-07-31
13442031,3,3945,Horror,2012,446,2012-05-13
11806716,4,3909,Horror,2012,512,2012-05-22
12099550,5,3614,Horror,2012,566,2012-04-03
12924261,6,2632,Horror,2012,406,2012-10-02
11956929,7,2200,Horror,2012,254,2012-02-07
12173462,8,1843,Horror,2012,306,2012-04-17
12695591,9,1759,Horror,2012,383,2012-04-26
11641612,10,1508,Horror,2012,292,2012-03-27
12981174,11,1016,Horror,2012,368,2012-06-26
15884474,12,974,Horror,2012,368,2012-03-01
15062217,13,761,Horror,2012,372,2012-06-05
12024990,14,697,Horror,2012,422,2012-04-10
13051355,15,651,Horror,2012,377,2012-09-04
12944651,16,404,Horror,2012,381,2012-04-24
15773951,17,301,Horror,2012,222,2012-08-15
13528381,18,215,Horror,2012,310,2012-09-04
13606988,19,87,Horror,2012,250,2012-07-13
13279700,20,48,Horror,2012,245,NA
12262741,1,8207,Memoir & Autobiography,2012,315,2012-03-20
12958655,2,4308,Memoir & Autobiography,2012,272,2012-04-03
13414676,3,3677,Memoir & Autobiography,2012,336,2012-10-02
15814872,4,3255,Memoir & Autobiography,2012,316,2012-09-04
13230263,5,2989,Memoir & Autobiography,2012,343,2012-04-03
13529055,6,2858,Memoir & Autobiography,2012,104,2012-09-04
12475019,7,2847,Memoir & Autobiography,2012,272,2012-03-20
13532186,8,2333,Memoir & Autobiography,2012,636,NA
13069213,9,2265,Memoir & Autobiography,2012,319,2012-06-26
13096280,10,2226,Memoir & Autobiography,2012,467,2012-04-24
13513092,11,1499,Memoir & Autobiography,2012,399,2012-09-18
12453610,12,1226,Memoir & Autobiography,2012,304,2012-08-07
11922297,13,1056,Memoir & Autobiography,2012,310,2012-04-03
13547241,14,981,Memoir & Autobiography,2012,272,2012-10-02
12265209,15,515,Memoir & Autobiography,2012,256,2012-01-17
13586786,16,284,Memoir & Autobiography,2012,512,2012-09-25
11995710,17,212,Memoir & Autobiography,2012,288,2012-04-03
13202093,18,200,Memoir & Autobiography,2012,256,2012-07-10
12752313,19,177,Memoir & Autobiography,2012,182,2012-04-24
12917507,20,84,Memoir & Autobiography,2012,400,2012-05-01
12722468,1,6507,History & Biography,2012,663,NA
12953608,2,4313,History & Biography,2012,275,2012-03-27
13538641,3,4280,History & Biography,2012,325,2012-10-02
13531538,4,2802,History & Biography,2012,1008,2012-08-21
11797365,5,2493,History & Biography,2012,205,2012-03-29
12878300,6,2183,History & Biography,2012,256,2012-05-22
13330922,7,1972,History & Biography,2012,414,2012-09-18
13533740,8,1875,History & Biography,2012,759,2012-11-13
12933641,9,1780,History & Biography,2012,291,2012-04-03
13589124,10,1662,History & Biography,2012,356,2012-08-30
13049569,11,988,History & Biography,2012,712,2012-05-01
13154929,12,709,History & Biography,2012,400,2012-07-31
13050383,13,693,History & Biography,2012,260,2012-04-24
12369449,14,653,History & Biography,2012,260,NA
13154560,15,232,History & Biography,2012,384,2012-05-01
12410640,16,160,History & Biography,2012,641,2012-04-17
13528287,17,129,History & Biography,2012,863,2012-06-05
13155934,18,115,History & Biography,2012,537,2012-02-14
13264225,19,86,History & Biography,2012,832,2012-05-29
11797348,20,55,History & Biography,2012,441,NA
8520610,1,7532,Nonfiction,2012,333,2012-01-24
11869272,2,5356,Nonfiction,2012,256,2012-02-07
12609433,3,3300,Nonfiction,2012,375,2012-02-28
13099738,4,2978,Nonfiction,2012,160,2012-02-28
13435889,5,2494,Nonfiction,2012,256,2012-09-04
13528350,6,2191,Nonfiction,2012,401,2012-07-17
11910983,7,2079,Nonfiction,2012,284,2012-02-07
11337189,8,1974,Nonfiction,2012,204,2012-01-10
13533727,9,1969,Nonfiction,2012,368,2012-07-10
13259270,10,1547,Nonfiction,2012,83,2012-03-06
12158480,11,893,Nonfiction,2012,544,2012-03-20
11324722,12,708,Nonfiction,2012,419,2012-03-13
13426082,13,683,Nonfiction,2012,221,2012-05-15
13152668,14,657,Nonfiction,2012,352,2012-07-10
13187824,15,398,Nonfiction,2012,400,2012-02-21
13588394,16,375,Nonfiction,2012,534,2012-09-27
12804425,17,341,Nonfiction,2012,456,2012-06-01
13167087,18,204,Nonfiction,2012,230,NA
15823426,19,121,Nonfiction,2012,290,2012-09-05
13151179,20,121,Nonfiction,2012,304,2012-06-12
12072362,1,7977,Food & Cookbooks,2012,293,2012-03-13
12519893,2,2888,Food & Cookbooks,2012,288,2012-04-03
12294541,3,2755,Food & Cookbooks,2012,280,2012-02-01
12986251,4,2438,Food & Cookbooks,2012,208,2012-02-28
13237773,5,1983,Food & Cookbooks,2012,240,2012-05-22
13202092,6,1923,Food & Cookbooks,2012,272,2012-06-05
12603330,7,1876,Food & Cookbooks,2012,288,2012-03-06
13012708,8,1849,Food & Cookbooks,2012,320,2012-04-03
13273545,9,1635,Food & Cookbooks,2012,256,2012-05-10
13043698,10,1499,Food & Cookbooks,2012,302,2012-06-05
13551147,11,983,Food & Cookbooks,2012,302,2012-09-13
13586810,12,895,Food & Cookbooks,2012,416,2012-08-07
13193855,13,752,Food & Cookbooks,2012,320,2012-06-12
13547854,14,681,Food & Cookbooks,2012,352,2012-10-02
13331199,15,661,Food & Cookbooks,2012,336,2012-10-30
13598307,16,487,Food & Cookbooks,2012,528,2012-06-12
13329738,17,431,Food & Cookbooks,2012,220,2012-05-29
14556629,18,287,Food & Cookbooks,2012,319,2012-08-14
15895557,19,201,Food & Cookbooks,2012,272,2012-09-11
13506703,20,195,Food & Cookbooks,2012,272,2012-03-06
12868761,1,13066,Humor,2012,318,2012-04-17
13529139,2,4984,Humor,2012,32,2012-05-08
12853720,3,4836,Humor,2012,305,2012-07-17
12640991,4,4717,Humor,2012,119,2012-04-05
7743117,5,4243,Humor,2012,403,2012-04-03
13163846,6,4199,Humor,2012,64,2012-04-18
12405612,7,3959,Humor,2012,263,2012-03-20
13526165,8,2569,Humor,2012,330,2012-08-14
13167847,9,1883,Humor,2012,273,2012-05-08
13425415,10,1875,Humor,2012,131,2012-05-15
12166282,11,1203,Humor,2012,384,2012-02-28
12959743,12,1088,Humor,2012,254,2012-01-31
12332573,13,996,Humor,2012,352,2012-05-01
8570787,14,948,Humor,2012,402,2012-04-10
15799936,15,749,Humor,2012,131,2012-10-09
14060248,16,626,Humor,2012,224,2012-07-10
13528506,17,578,Humor,2012,240,2012-10-02
12511117,18,509,Humor,2012,245,2012-02-28
15758840,19,94,Humor,2012,256,2012-07-26
13151428,20,93,Humor,2012,336,2012-06-12
13581999,1,8614,Graphic Novels & Comics,2012,136,2012-06-19
12413836,2,6937,Graphic Novels & Comics,2012,76,2012-01-25
9723976,3,6464,Graphic Novels & Comics,2012,156,2012-05-24
11514260,4,4517,Graphic Novels & Comics,2012,120,2012-03-20
13223349,5,3246,Graphic Novels & Comics,2012,176,2012-05-09
10630620,6,3075,Graphic Novels & Comics,2012,184,2012-07-10
11566956,7,3025,Graphic Novels & Comics,2012,290,2012-05-01
12033364,8,2588,Graphic Novels & Comics,2012,228,2012-03-01
10710392,9,2525,Graphic Novels & Comics,2012,272,2012-02-02
13490570,10,2166,Graphic Novels & Comics,2012,160,NA
15704307,11,1023,Graphic Novels & Comics,2012,176,2012-10-23
13573235,12,886,Graphic Novels & Comics,2012,260,2012-10-02
13226173,13,868,Graphic Novels & Comics,2012,243,2012-10-30
12132930,14,747,Graphic Novels & Comics,2012,NA,2012-01-17
11389398,15,737,Graphic Novels & Comics,2012,220,2012-02-28
13513205,16,573,Graphic Novels & Comics,2012,392,2012-10-02
12153951,17,429,Graphic Novels & Comics,2012,288,2012-02-07
13228097,18,279,Graphic Novels & Comics,2012,144,2012-07-10
13228306,19,126,Graphic Novels & Comics,2012,144,2012-07-31
13227874,20,122,Graphic Novels & Comics,2012,160,2012-06-19
13588404,1,5520,Poetry,2012,82,2012-10-11
11737010,2,1333,Poetry,2012,88,2012-03-27
12924640,3,1193,Poetry,2012,96,2012-03-20
13123245,4,1012,Poetry,2012,48,2011-11-29
13508406,5,851,Poetry,2012,90,2012-03-09
13220873,6,801,Poetry,2012,96,2012-04-03
13429607,7,778,Poetry,2012,84,2012-08-28
13427909,8,693,Poetry,2012,240,2012-04-03
12510877,9,678,Poetry,2012,108,2012-02-14
13366931,10,610,Poetry,2012,63,2012-01-03
13061195,11,389,Poetry,2012,136,2012-01-17
12585315,12,311,Poetry,2012,68,2012-03-13
13335441,13,295,Poetry,2012,65,2012-01-30
13236888,14,251,Poetry,2012,232,2012-04-03
13604108,15,236,Poetry,2012,64,2012-04-25
13497896,16,227,Poetry,2012,62,2012-03-06
13152144,17,170,Poetry,2012,144,2012-07-24
13530012,18,154,Poetry,2012,111,2012-09-25
15764183,19,122,Poetry,2012,94,2012-08-01
13707574,20,52,Poetry,2012,94,2012-10-01
11735983,1,20328,Goodreads Author,2012,525,2012-05-01
8755776,2,13858,Goodreads Author,2012,546,2012-05-08
12837725,3,12617,Goodreads Author,2012,419,2012-06-05
13536860,4,11930,Goodreads Author,2012,579,2012-04-17
8709523,5,7245,Goodreads Author,2012,418,2012-06-12
11235712,6,5810,Goodreads Author,2012,390,2012-01-03
15803858,7,5511,Goodreads Author,2012,317,2012-09-18
13548456,8,5191,Goodreads Author,2012,310,2012-05-25
9593911,9,4985,Goodreads Author,2012,375,2012-02-28
13047090,10,4535,Goodreads Author,2012,366,2012-08-14
11367726,11,2594,Goodreads Author,2012,421,2012-01-31
12043770,12,2227,Goodreads Author,2012,310,2012-01-31
13453029,13,2118,Goodreads Author,2012,509,2012-01-25
15760001,14,1916,Goodreads Author,2012,372,2012-08-31
9275658,15,1907,Goodreads Author,2012,305,2011-11-29
13050840,16,1487,Goodreads Author,2012,434,2012-07-31
13448656,17,1379,Goodreads Author,2012,335,2012-05-22
11559200,18,1135,Goodreads Author,2012,584,2012-07-10
13451045,19,848,Goodreads Author,2012,360,2012-04-03
15816413,20,760,Goodreads Author,2012,416,2012-09-04
11870085,1,37438,Young Adult Fiction,2012,313,2012-01-10
14759983,2,8890,Young Adult Fiction,2012,304,2012-05-25
15803858,3,6495,Young Adult Fiction,2012,317,2012-09-18
10560331,4,5620,Young Adult Fiction,2012,294,2012-03-13
13454149,5,4465,Young Adult Fiction,2012,385,2012-05-08
10194514,6,4013,Young Adult Fiction,2012,392,2012-07-31
12851538,7,3513,Young Adult Fiction,2012,343,2012-05-15
10798416,8,3061,Young Adult Fiction,2012,236,2012-01-02
12294652,9,2388,Young Adult Fiction,2012,394,2012-06-14
13628209,10,2274,Young Adult Fiction,2012,242,2012-04-30
9888775,11,1417,Young Adult Fiction,2012,288,2011-12-01
15864129,12,1285,Young Adult Fiction,2012,322,2012-07-20
15852521,13,967,Young Adult Fiction,2012,296,2012-06-05
12924297,14,775,Young Adult Fiction,2012,216,2012-05-08
13636392,15,766,Young Adult Fiction,2012,294,2012-02-22
15818969,16,650,Young Adult Fiction,2012,380,2012-09-05
7766027,17,379,Young Adult Fiction,2012,359,2012-04-03
11133791,18,276,Young Adult Fiction,2012,608,2012-09-11
11595276,19,196,Young Adult Fiction,2012,470,2012-02-07
9403947,20,161,Young Adult Fiction,2012,224,2012-06-19
12643928,1,23827,Young Adult Fantasy,2012,525,2012-05-01
8755776,2,14814,Young Adult Fantasy,2012,546,2012-05-08
8709523,3,7462,Young Adult Fantasy,2012,418,2012-06-12
11235712,4,7098,Young Adult Fantasy,2012,390,2012-01-03
13047090,5,6072,Young Adult Fantasy,2012,366,2012-08-14
12680907,6,5952,Young Adult Fantasy,2012,576,2012-05-01
9593911,7,5089,Young Adult Fantasy,2012,375,2012-02-28
10507293,8,4689,Young Adult Fantasy,2012,336,2012-04-24
10194157,9,4373,Young Adult Fantasy,2012,358,2012-06-05
12971616,10,3836,Young Adult Fantasy,2012,372,2012-08-21
9275658,11,2384,Young Adult Fantasy,2012,305,2011-11-29
10756656,12,2087,Young Adult Fantasy,2012,374,2012-01-03
10215349,13,1971,Young Adult Fantasy,2012,485,2012-04-24
11563110,14,1452,Young Adult Fantasy,2012,403,2012-01-17
11808950,15,1434,Young Adult Fantasy,2012,447,2012-05-01
13449693,16,953,Young Adult Fantasy,2012,408,2013-07-30
12751687,17,936,Young Adult Fantasy,2012,464,2012-10-23
12394100,18,785,Young Adult Fantasy,2012,467,2012-07-10
7896527,19,603,Young Adult Fantasy,2012,406,2012-08-07
7728889,20,523,Young Adult Fantasy,2012,578,2012-09-18
12127750,1,16681,Middle Grade & Children's,2012,586,2012-10-02
13563669,2,7912,Middle Grade & Children's,2012,224,2012-11-13
11387515,3,6216,Middle Grade & Children's,2012,315,2012-02-14
9307674,4,5590,Middle Grade & Children's,2012,328,2012-07-10
11607446,5,4311,Middle Grade & Children's,2012,438,2012-07-17
12893742,6,3715,Middle Grade & Children's,2012,406,2012-05-01
12432220,7,3074,Middle Grade & Children's,2012,342,2012-04-01
12902884,8,2394,Middle Grade & Children's,2012,470,2012-04-10
12081467,9,2084,Middle Grade & Children's,2012,290,2012-03-27
11594337,10,1717,Middle Grade & Children's,2012,307,2012-01-17
11254850,11,880,Middle Grade & Children's,2012,512,2012-03-13
12384984,12,795,Middle Grade & Children's,2012,310,2012-05-08
12926804,13,776,Middle Grade & Children's,2012,224,2012-05-10
12822875,14,736,Middle Grade & Children's,2012,352,2012-04-24
12926132,15,684,Middle Grade & Children's,2012,336,2012-08-21
11512688,16,630,Middle Grade & Children's,2012,192,2012-03-06
13538708,17,474,Middle Grade & Children's,2012,258,2012-10-02
13477819,18,374,Middle Grade & Children's,2012,258,2012-10-24
13262061,19,162,Middle Grade & Children's,2012,180,2012-08-07
12969560,20,123,Middle Grade & Children's,2012,436,2012-05-01
13546400,1,7699,Picture Books,2012,40,2012-08-28
11556479,2,6971,Picture Books,2012,40,2012-04-03
12875557,3,3712,Picture Books,2012,40,2012-05-01
13531024,4,3595,Picture Books,2012,40,2012-10-09
13259987,5,2330,Picture Books,2012,32,2012-08-21
11867718,6,2156,Picture Books,2012,64,2012-02-07
12065943,7,1887,Picture Books,2012,40,2012-01-17
12448586,8,1803,Picture Books,2012,32,2012-04-10
11737306,9,1636,Picture Books,2012,32,2012-01-10
13617210,10,1355,Picture Books,2012,40,2012-09-04
12098668,11,844,Picture Books,2012,40,2012-01-24
12159951,12,775,Picture Books,2012,36,2012-03-27
12576704,13,766,Picture Books,2012,32,2012-02-28
11891485,14,645,Picture Books,2012,32,2012-02-14
13083239,15,582,Picture Books,2012,52,2012-06-19
12180277,16,494,Picture Books,2012,48,2012-04-03
13260591,17,433,Picture Books,2012,40,2012-09-25
13337050,18,329,Picture Books,2012,32,2012-06-14
14742524,19,259,Picture Books,2012,16,2012-05-29
13591148,20,69,Picture Books,2012,40,2012-09-01
16115612,1,24686,Fiction,2013,404,2013-05-21
15753740,2,21269,Fiction,2013,461,2013-02-26
15507958,3,19656,Fiction,2013,369,2012-12-31
17333223,4,9313,Fiction,2013,771,2013-10-22
17802724,5,8715,Fiction,2013,396,2013-07-30
15818107,6,8687,Fiction,2013,278,2013-04-02
16181775,7,8078,Fiction,2013,295,2013-10-01
15781725,8,7472,Fiction,2013,370,2013-02-12
15811545,9,5396,Fiction,2013,422,2013-03-12
13641208,10,4439,Fiction,2013,251,2013-01-08
17262100,11,2594,Fiction,2013,340,2013-09-24
15797715,12,2144,Fiction,2013,384,2013-05-07
17349023,13,2060,Fiction,2013,561,2013-10-22
16071745,14,1946,Fiction,2013,340,2013-04-30
17572903,15,1936,Fiction,2013,480,2014-06-24
15796700,16,1767,Fiction,2013,477,2013-05-14
15815333,17,576,Fiction,2013,468,2013-04-09
16130291,18,565,Fiction,2013,267,2013-06-11
15823461,19,290,Fiction,2013,320,2013-03-26
15701217,20,276,Fiction,2013,272,2013-04-30
17212231,1,29132,Mystery & Thriller,2013,463,2013-05-14
16160797,2,28836,Mystery & Thriller,2013,456,2013-04-30
13596166,3,16723,Mystery & Thriller,2013,283,2013-06-04
17167084,4,10247,Mystery & Thriller,2013,405,2013-08-27
15806231,5,10037,Mystery & Thriller,2013,386,2013-02-26
10112885,6,7893,Mystery & Thriller,2013,592,2013-08-20
13642963,7,7091,Mystery & Thriller,2013,378,2013-02-05
15776309,8,6887,Mystery & Thriller,2013,382,2013-04-02
18142329,9,6281,Mystery & Thriller,2013,436,2013-10-15
15811568,10,6173,Mystery & Thriller,2013,351,2013-03-19
16071767,11,2866,Mystery & Thriller,2013,379,2013-07-02
15811495,12,2754,Mystery & Thriller,2013,423,2013-02-05
16150996,13,2583,Mystery & Thriller,2013,400,2013-10-08
15755201,14,2094,Mystery & Thriller,2013,312,2013-01-22
15803059,15,2026,Mystery & Thriller,2013,307,2013-03-26
15985392,16,2020,Mystery & Thriller,2013,835,2012-12-04
17707605,17,1007,Mystery & Thriller,2013,486,2013-09-10
16131077,18,811,Mystery & Thriller,2013,368,2013-06-04
17262159,19,717,Mystery & Thriller,2013,400,2013-09-03
16171291,20,690,Mystery & Thriller,2013,326,2013-06-25
15790842,1,17976,Historical Fiction,2013,531,2013-04-02
12326627,2,9882,Historical Fiction,2013,544,2013-07-23
16002030,3,7908,Historical Fiction,2013,375,NA
13642950,4,7636,Historical Fiction,2013,416,2013-01-15
17383934,5,7309,Historical Fiction,2013,589,2013-11-05
17333319,6,6500,Historical Fiction,2013,336,2013-09-10
